YEAR,CATEGORY,TYPE,DISTRICT_NAME,CONTENT_AREA,BELOW_BASIC_PCT,BASIC_PCT,PROFICIENT_PCT,ADVANCED_PCT
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,FOX C-6,Eng. Language Arts,18.3,45,26.3,10.4
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,FOX C-6,Mathematics,28.4,33.9,25,12.7
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,FOX C-6,Science,25.3,40.9,23.9,9.9
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,FOX C-6,Social Studies,*,64.7,24.1,*
2023,MSIP Special Programs ,Student Group,FOX C-6,Eng. Language Arts,22.8,46.1,22.8,8.4
2023,MSIP Special Programs ,Student Group,FOX C-6,Mathematics,34.4,34.3,20,11.3
2023,MSIP Special Programs ,Student Group,FOX C-6,Science,34.8,36.5,19.3,9.4
2023,MSIP Special Programs ,Student Group,FOX C-6,Social Studies,*,71.3,18.7,*
2023,MSIP Total ,Total,FOX C-6,Eng. Language Arts,11.5,39,31.7,17.9
2023,MSIP Total ,Total,FOX C-6,Mathematics,19.2,31.7,27.3,21.8
2023,MSIP Total ,Total,FOX C-6,Science,17.7,37.2,27.9,17.2
2023,MSIP Total ,Total,FOX C-6,Social Studies,5.5,55.3,35.5,3.8
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CRYSTAL CITY 47,Eng. Language Arts,*,68.8,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CRYSTAL CITY 47,Mathematics,*,73.3,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CRYSTAL CITY 47,Science,*,*,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CRYSTAL CITY 47,Social Studies,*,83.3,*,*
2023,MSIP Race/Ethnicity ,Hispanic,CRYSTAL CITY 47,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),CRYSTAL CITY 47,Eng. Language Arts,6.9,38.8,34.3,20.1
2023,MSIP Race/Ethnicity ,White (not Hispanic),CRYSTAL CITY 47,Mathematics,20.7,33.3,24.8,21.2
2023,MSIP Race/Ethnicity ,White (not Hispanic),CRYSTAL CITY 47,Science,13.3,43.4,22.9,20.5
2023,MSIP Race/Ethnicity ,White (not Hispanic),CRYSTAL CITY 47,Social Studies,*,44,52,*
2023,MSIP Special Programs ,IEP Students,CRYSTAL CITY 47,Eng. Language Arts,20.9,60.5,*,*
2023,MSIP Special Programs ,IEP Students,CRYSTAL CITY 47,Mathematics,53.5,37.2,*,*
2023,MSIP Special Programs ,IEP Students,CRYSTAL CITY 47,Science,30,50,*,*
2023,MSIP Special Programs ,MAP Direct Certification,CRYSTAL CITY 47,Eng. Language Arts,13.8,44.8,20.7,20.7
2023,MSIP Special Programs ,MAP Direct Certification,CRYSTAL CITY 47,Mathematics,20,45.5,18.2,16.4
2023,MSIP Special Programs ,MAP Direct Certification,CRYSTAL CITY 47,Science,*,60,*,*
2023,MSIP Special Programs ,MAP Direct Certification,CRYSTAL CITY 47,Social Studies,*,*,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CRYSTAL CITY 47,Eng. Language Arts,10.4,45.3,26.4,17.9
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CRYSTAL CITY 47,Mathematics,25.9,38.9,18.5,16.7
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CRYSTAL CITY 47,Science,16.7,52.8,13.9,16.7
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CRYSTAL CITY 47,Social Studies,*,*,61.5,*
2023,MSIP Special Programs ,Student Group,CRYSTAL CITY 47,Eng. Language Arts,15.4,51.9,17.3,15.4
2023,MSIP Special Programs ,Student Group,CRYSTAL CITY 47,Mathematics,31,43,14,12
2023,MSIP Special Programs ,Student Group,CRYSTAL CITY 47,Science,23.1,51.3,12.8,12.8
2023,MSIP Special Programs ,Student Group,CRYSTAL CITY 47,Social Studies,*,63.6,*,*
2023,MSIP Total ,Total,CRYSTAL CITY 47,Eng. Language Arts,7.1,40.7,32.4,19.9
2023,MSIP Total ,Total,CRYSTAL CITY 47,Mathematics,19.8,35.5,23.6,21.1
2023,MSIP Total ,Total,CRYSTAL CITY 47,Science,14.3,42.9,23.1,19.8
2023,MSIP Total ,Total,CRYSTAL CITY 47,Social Studies,*,47.1,50,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),DESOTO 73,Eng. Language Arts,*,*,33.3,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),DESOTO 73,Mathematics,*,33.3,33.3,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),DESOTO 73,Science,*,*,*,*
2023,MSIP Race/Ethnicity ,Hispanic,DESOTO 73,Eng. Language Arts,*,33.3,33.3,*
2023,MSIP Race/Ethnicity ,Hispanic,DESOTO 73,Mathematics,*,*,34.6,*
2023,MSIP Race/Ethnicity ,Hispanic,DESOTO 73,Science,*,*,71.4,*
2023,MSIP Race/Ethnicity ,Hispanic,DESOTO 73,Social Studies,*,*,*,*
2023,MSIP Race/Ethnicity ,Multiracial,DESOTO 73,Eng. Language Arts,11.3,49.1,28.3,11.3
2023,MSIP Race/Ethnicity ,Multiracial,DESOTO 73,Mathematics,17,43.4,20.8,18.9
2023,MSIP Race/Ethnicity ,Multiracial,DESOTO 73,Science,*,41.7,25,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),DESOTO 73,Eng. Language Arts,11.5,39.4,34,15.1
2023,MSIP Race/Ethnicity ,White (not Hispanic),DESOTO 73,Mathematics,13.8,31,30.2,25
2023,MSIP Race/Ethnicity ,White (not Hispanic),DESOTO 73,Science,17.7,37.4,25.9,19.1
2023,MSIP Race/Ethnicity ,White (not Hispanic),DESOTO 73,Social Studies,*,47.8,45.9,*
2023,MSIP Special Programs ,IEP Students,DESOTO 73,Eng. Language Arts,28.3,45,19.4,7.2
2023,MSIP Special Programs ,IEP Students,DESOTO 73,Mathematics,35.1,35.1,20.4,9.4
2023,MSIP Special Programs ,IEP Students,DESOTO 73,Science,36.5,36.5,18.8,8.2
2023,MSIP Special Programs ,IEP Students,DESOTO 73,Social Studies,*,87.5,*,*
2023,MSIP Special Programs ,MAP Direct Certification,DESOTO 73,Eng. Language Arts,16.6,44.2,29.9,9.4
2023,MSIP Special Programs ,MAP Direct Certification,DESOTO 73,Mathematics,20.2,33.9,27.7,18.2
2023,MSIP Special Programs ,MAP Direct Certification,DESOTO 73,Science,28.3,44.3,22.1,5.3
2023,MSIP Special Programs ,MAP Direct Certification,DESOTO 73,Social Studies,*,75,21.9,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,DESOTO 73,Eng. Language Arts,16,42.6,31,10.4
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,DESOTO 73,Mathematics,18,33.6,29.4,19
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,DESOTO 73,Science,27.1,42.7,22.6,7.5
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,DESOTO 73,Social Studies,*,69.6,28.3,*
2023,MSIP Special Programs ,Student Group,DESOTO 73,Eng. Language Arts,19.3,43.5,26.7,10.5
2023,MSIP Special Programs ,Student Group,DESOTO 73,Mathematics,23,35.8,25.3,15.9
2023,MSIP Special Programs ,Student Group,DESOTO 73,Science,29.8,40.9,22.7,6.6
2023,MSIP Special Programs ,Student Group,DESOTO 73,Social Studies,*,76.1,19.6,*
2023,MSIP Total ,Total,DESOTO 73,Eng. Language Arts,11.5,39.5,33.7,15.3
2023,MSIP Total ,Total,DESOTO 73,Mathematics,13.9,31.6,29.9,24.7
2023,MSIP Total ,Total,DESOTO 73,Science,17.8,37.2,26.5,18.5
2023,MSIP Total ,Total,DESOTO 73,Social Studies,*,48.5,45.5,*
2023,MSIP Race/Ethnicity ,Hispanic,KINGSVILLE R-I,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Hispanic,KINGSVILLE R-I,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),KINGSVILLE R-I,Eng. Language Arts,30.7,48,15.8,5.5
2023,MSIP Race/Ethnicity ,White (not Hispanic),KINGSVILLE R-I,Mathematics,47.1,37.8,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),KINGSVILLE R-I,Science,25.9,51.7,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),KINGSVILLE R-I,Social Studies,*,65,30,*
2023,MSIP Special Programs ,IEP Students,KINGSVILLE R-I,Eng. Language Arts,72.2,*,*,*
2023,MSIP Special Programs ,IEP Students,KINGSVILLE R-I,Mathematics,84.2,*,*,*
2023,MSIP Special Programs ,IEP Students,KINGSVILLE R-I,Science,66.7,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,KINGSVILLE R-I,Eng. Language Arts,63.6,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,KINGSVILLE R-I,Mathematics,85.7,*,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,KINGSVILLE R-I,Eng. Language Arts,48.2,37,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,KINGSVILLE R-I,Mathematics,66.7,24.1,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,KINGSVILLE R-I,Science,38.9,*,33.3,*
2023,MSIP Special Programs ,Student Group,KINGSVILLE R-I,Eng. Language Arts,58.6,27.6,*,*
2023,MSIP Special Programs ,Student Group,KINGSVILLE R-I,Mathematics,67.6,21.6,*,*
2023,MSIP Special Programs ,Student Group,KINGSVILLE R-I,Science,53.9,*,*,*
2023,MSIP Total ,Total,KINGSVILLE R-I,Eng. Language Arts,30.7,48.9,14.6,5.8
2023,MSIP Total ,Total,KINGSVILLE R-I,Mathematics,47,37.3,*,*
2023,MSIP Total ,Total,KINGSVILLE R-I,Science,26.2,50.8,*,*
2023,MSIP Total ,Total,KINGSVILLE R-I,Social Studies,*,65,30,*
2023,MSIP Race/Ethnicity ,Amer. Indian or Alaska Native,HOLDEN R-III,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),HOLDEN R-III,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),HOLDEN R-III,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),HOLDEN R-III,Science,*,*,*,*
2023,MSIP Race/Ethnicity ,Hispanic,HOLDEN R-III,Eng. Language Arts,20.7,55.2,*,*
2023,MSIP Race/Ethnicity ,Hispanic,HOLDEN R-III,Mathematics,35.7,*,28.6,*
2023,MSIP Race/Ethnicity ,Hispanic,HOLDEN R-III,Science,29.4,58.8,*,*
2023,MSIP Race/Ethnicity ,Multiracial,HOLDEN R-III,Eng. Language Arts,*,29.2,37.5,*
2023,MSIP Race/Ethnicity ,Multiracial,HOLDEN R-III,Mathematics,*,37.5,*,25
2023,MSIP Race/Ethnicity ,Multiracial,HOLDEN R-III,Science,*,46.7,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),HOLDEN R-III,Eng. Language Arts,16.1,38.4,30.1,15.4
2023,MSIP Race/Ethnicity ,White (not Hispanic),HOLDEN R-III,Mathematics,22.8,29.2,27.8,20.1
2023,MSIP Race/Ethnicity ,White (not Hispanic),HOLDEN R-III,Science,28.7,43.4,21,6.9
2023,MSIP Race/Ethnicity ,White (not Hispanic),HOLDEN R-III,Social Studies,*,75,20.2,*
2023,MSIP Special Programs ,EL students,HOLDEN R-III,Eng. Language Arts,*,*,*,*
2023,MSIP Special Programs ,EL students,HOLDEN R-III,Science,*,*,*,*
2023,MSIP Special Programs ,IEP Students,HOLDEN R-III,Eng. Language Arts,44.8,40.3,*,*
2023,MSIP Special Programs ,IEP Students,HOLDEN R-III,Mathematics,71.9,21.9,*,*
2023,MSIP Special Programs ,IEP Students,HOLDEN R-III,Science,65.3,28.6,*,*
2023,MSIP Special Programs ,IEP Students,HOLDEN R-III,Social Studies,*,93.8,*,*
2023,MSIP Special Programs ,MAP Direct Certification,HOLDEN R-III,Eng. Language Arts,22.7,37.1,28.9,11.3
2023,MSIP Special Programs ,MAP Direct Certification,HOLDEN R-III,Mathematics,37.6,28,20.4,14
2023,MSIP Special Programs ,MAP Direct Certification,HOLDEN R-III,Science,37.7,34,*,*
2023,MSIP Special Programs ,MAP Direct Certification,HOLDEN R-III,Social Studies,*,68.4,26.3,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,HOLDEN R-III,Eng. Language Arts,24,42.2,26.2,7.6
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,HOLDEN R-III,Mathematics,32.3,33.5,22.9,11.3
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,HOLDEN R-III,Science,38.3,38.9,18.5,4.3
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,HOLDEN R-III,Social Studies,*,78.4,15.7,*
2023,MSIP Special Programs ,Student Group,HOLDEN R-III,Eng. Language Arts,27.5,42.3,22.5,7.7
2023,MSIP Special Programs ,Student Group,HOLDEN R-III,Mathematics,45.7,26.9,17.7,9.7
2023,MSIP Special Programs ,Student Group,HOLDEN R-III,Science,42,40.2,*,*
2023,MSIP Special Programs ,Student Group,HOLDEN R-III,Social Studies,*,83.8,13.5,*
2023,MSIP Total ,Total,HOLDEN R-III,Eng. Language Arts,16.3,39.9,29.1,14.7
2023,MSIP Total ,Total,HOLDEN R-III,Mathematics,23.6,29.4,27.3,19.7
2023,MSIP Total ,Total,HOLDEN R-III,Science,28.9,44.6,20.2,6.4
2023,MSIP Total ,Total,HOLDEN R-III,Social Studies,*,76.3,18.4,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),CHILHOWEE R-IV,Eng. Language Arts,25.6,41.1,24.4,8.9
2023,MSIP Race/Ethnicity ,White (not Hispanic),CHILHOWEE R-IV,Mathematics,41.2,36.5,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),CHILHOWEE R-IV,Science,30.6,41.7,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),CHILHOWEE R-IV,Social Studies,*,90,*,*
2023,MSIP Special Programs ,IEP Students,CHILHOWEE R-IV,Eng. Language Arts,*,54.6,*,*
2023,MSIP Special Programs ,IEP Students,CHILHOWEE R-IV,Mathematics,50,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,CHILHOWEE R-IV,Eng. Language Arts,36.4,50,*,*
2023,MSIP Special Programs ,MAP Direct Certification,CHILHOWEE R-IV,Mathematics,56.5,34.8,*,*
2023,MSIP Special Programs ,MAP Direct Certification,CHILHOWEE R-IV,Science,*,53.3,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CHILHOWEE R-IV,Eng. Language Arts,22,41.5,24.4,12.2
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CHILHOWEE R-IV,Mathematics,43.9,29.3,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CHILHOWEE R-IV,Science,47.4,31.6,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CHILHOWEE R-IV,Social Studies,*,*,*,*
2023,MSIP Special Programs ,Student Group,CHILHOWEE R-IV,Eng. Language Arts,34.5,51.7,*,*
2023,MSIP Special Programs ,Student Group,CHILHOWEE R-IV,Mathematics,55.2,34.5,*,*
2023,MSIP Special Programs ,Student Group,CHILHOWEE R-IV,Science,*,56.3,*,*
2023,MSIP Total ,Total,CHILHOWEE R-IV,Eng. Language Arts,26.3,40,24.2,9.5
2023,MSIP Total ,Total,CHILHOWEE R-IV,Mathematics,41.1,36.7,*,*
2023,MSIP Total ,Total,CHILHOWEE R-IV,Science,30.8,38.5,*,*
2023,MSIP Total ,Total,CHILHOWEE R-IV,Social Studies,*,90.9,*,*
2023,MSIP Race/Ethnicity ,Hispanic,JOHNSON CO. R-VII,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Hispanic,JOHNSON CO. R-VII,Mathematics,*,31.3,43.8,*
2023,MSIP Race/Ethnicity ,Hispanic,JOHNSON CO. R-VII,Science,*,*,*,*
2023,MSIP Race/Ethnicity ,Multiracial,JOHNSON CO. R-VII,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Multiracial,JOHNSON CO. R-VII,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),JOHNSON CO. R-VII,Eng. Language Arts,15.7,39.5,29,15.7
2023,MSIP Race/Ethnicity ,White (not Hispanic),JOHNSON CO. R-VII,Mathematics,22.8,33.9,22.4,20.9
2023,MSIP Race/Ethnicity ,White (not Hispanic),JOHNSON CO. R-VII,Science,25.5,45.1,22.6,6.9
2023,MSIP Race/Ethnicity ,White (not Hispanic),JOHNSON CO. R-VII,Social Studies,*,66.7,25,*
2023,MSIP Special Programs ,IEP Students,JOHNSON CO. R-VII,Eng. Language Arts,41.7,44.4,*,*
2023,MSIP Special Programs ,IEP Students,JOHNSON CO. R-VII,Mathematics,48.6,28.6,*,*
2023,MSIP Special Programs ,IEP Students,JOHNSON CO. R-VII,Science,38.5,53.9,*,*
2023,MSIP Special Programs ,MAP Direct Certification,JOHNSON CO. R-VII,Eng. Language Arts,32.5,40,*,*
2023,MSIP Special Programs ,MAP Direct Certification,JOHNSON CO. R-VII,Mathematics,36.8,50,*,*
2023,MSIP Special Programs ,MAP Direct Certification,JOHNSON CO. R-VII,Science,35.7,42.9,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,JOHNSON CO. R-VII,Eng. Language Arts,23.4,40.3,25,11.3
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,JOHNSON CO. R-VII,Mathematics,29.8,39.7,18.3,12.2
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,JOHNSON CO. R-VII,Science,33.9,42.9,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,JOHNSON CO. R-VII,Social Studies,*,72.7,22.7,*
2023,MSIP Special Programs ,Student Group,JOHNSON CO. R-VII,Eng. Language Arts,33.3,38.3,21,7.4
2023,MSIP Special Programs ,Student Group,JOHNSON CO. R-VII,Mathematics,36.3,36.3,20,7.5
2023,MSIP Special Programs ,Student Group,JOHNSON CO. R-VII,Science,32.4,41.2,*,*
2023,MSIP Total ,Total,JOHNSON CO. R-VII,Eng. Language Arts,16.4,38.3,29.2,16.1
2023,MSIP Total ,Total,JOHNSON CO. R-VII,Mathematics,22.3,33.2,24.7,19.8
2023,MSIP Total ,Total,JOHNSON CO. R-VII,Science,25,43.8,24.1,7.1
2023,MSIP Total ,Total,JOHNSON CO. R-VII,Social Studies,*,66.7,25,*
2023,MSIP Race/Ethnicity ,Amer. Indian or Alaska Native,KNOB NOSTER R-VIII,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Amer. Indian or Alaska Native,KNOB NOSTER R-VIII,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,KNOB NOSTER R-VIII,Eng. Language Arts,39.3,46.4,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,KNOB NOSTER R-VIII,Mathematics,53.3,23.3,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,KNOB NOSTER R-VIII,Science,*,60,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,KNOB NOSTER R-VIII,Social Studies,*,*,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),KNOB NOSTER R-VIII,Eng. Language Arts,*,57.9,18.4,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),KNOB NOSTER R-VIII,Mathematics,33.3,*,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),KNOB NOSTER R-VIII,Science,60,*,*,*
2023,MSIP Race/Ethnicity ,Hispanic,KNOB NOSTER R-VIII,Eng. Language Arts,10.9,36.4,34.6,18.2
2023,MSIP Race/Ethnicity ,Hispanic,KNOB NOSTER R-VIII,Mathematics,9.1,45.5,27.3,18.2
2023,MSIP Race/Ethnicity ,Hispanic,KNOB NOSTER R-VIII,Science,*,40,40,*
2023,MSIP Race/Ethnicity ,Hispanic,KNOB NOSTER R-VIII,Social Studies,*,*,*,*
2023,MSIP Race/Ethnicity ,Multiracial,KNOB NOSTER R-VIII,Eng. Language Arts,13.3,31.7,30,25
2023,MSIP Race/Ethnicity ,Multiracial,KNOB NOSTER R-VIII,Mathematics,22,23.7,22,32.2
2023,MSIP Race/Ethnicity ,Multiracial,KNOB NOSTER R-VIII,Science,*,*,57.9,*
2023,MSIP Race/Ethnicity ,Multiracial,KNOB NOSTER R-VIII,Social Studies,*,*,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),KNOB NOSTER R-VIII,Eng. Language Arts,10.3,41,32,16.7
2023,MSIP Race/Ethnicity ,White (not Hispanic),KNOB NOSTER R-VIII,Mathematics,18.4,31.6,26.3,23.7
2023,MSIP Race/Ethnicity ,White (not Hispanic),KNOB NOSTER R-VIII,Science,15.9,35.6,29.3,19.3
2023,MSIP Race/Ethnicity ,White (not Hispanic),KNOB NOSTER R-VIII,Social Studies,*,58.1,38.7,*
2023,MSIP Special Programs ,EL students,KNOB NOSTER R-VIII,Eng. Language Arts,33.3,47.6,*,*
2023,MSIP Special Programs ,EL students,KNOB NOSTER R-VIII,Mathematics,60.9,34.8,*,*
2023,MSIP Special Programs ,IEP Students,KNOB NOSTER R-VIII,Eng. Language Arts,44.8,42.7,6.3,6.3
2023,MSIP Special Programs ,IEP Students,KNOB NOSTER R-VIII,Mathematics,66.7,17.7,7.8,7.8
2023,MSIP Special Programs ,IEP Students,KNOB NOSTER R-VIII,Science,57.5,22.5,*,*
2023,MSIP Special Programs ,IEP Students,KNOB NOSTER R-VIII,Social Studies,*,84.6,*,*
2023,MSIP Special Programs ,MAP Direct Certification,KNOB NOSTER R-VIII,Eng. Language Arts,24,45.8,20.8,9.4
2023,MSIP Special Programs ,MAP Direct Certification,KNOB NOSTER R-VIII,Mathematics,38.2,31.4,18.6,11.8
2023,MSIP Special Programs ,MAP Direct Certification,KNOB NOSTER R-VIII,Science,33.3,40.5,*,*
2023,MSIP Special Programs ,MAP Direct Certification,KNOB NOSTER R-VIII,Social Studies,*,78.6,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,KNOB NOSTER R-VIII,Eng. Language Arts,17.8,49,25.5,7.7
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,KNOB NOSTER R-VIII,Mathematics,28.4,36.2,19.6,15.9
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,KNOB NOSTER R-VIII,Science,26,38.5,27.9,7.7
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,KNOB NOSTER R-VIII,Social Studies,*,77.8,*,*
2023,MSIP Special Programs ,Student Group,KNOB NOSTER R-VIII,Eng. Language Arts,25.2,43.8,20.2,10.9
2023,MSIP Special Programs ,Student Group,KNOB NOSTER R-VIII,Mathematics,40.5,28.1,16.1,15.4
2023,MSIP Special Programs ,Student Group,KNOB NOSTER R-VIII,Science,34.1,37.4,19.8,8.8
2023,MSIP Special Programs ,Student Group,KNOB NOSTER R-VIII,Social Studies,*,68.8,25,*
2023,MSIP Total ,Total,KNOB NOSTER R-VIII,Eng. Language Arts,11.9,41,30.5,16.6
2023,MSIP Total ,Total,KNOB NOSTER R-VIII,Mathematics,20.3,31.6,24.6,23.6
2023,MSIP Total ,Total,KNOB NOSTER R-VIII,Science,16.6,35.7,29.9,17.9
2023,MSIP Total ,Total,KNOB NOSTER R-VIII,Social Studies,*,59.1,37.4,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),LEETON R-X,Eng. Language Arts,21.2,42.5,28.1,8.2
2023,MSIP Race/Ethnicity ,White (not Hispanic),LEETON R-X,Mathematics,29.6,40.7,21.5,8.2
2023,MSIP Race/Ethnicity ,White (not Hispanic),LEETON R-X,Science,15.5,46.6,22.4,15.5
2023,MSIP Race/Ethnicity ,White (not Hispanic),LEETON R-X,Social Studies,*,64.3,32.1,*
2023,MSIP Special Programs ,IEP Students,LEETON R-X,Eng. Language Arts,55,40,*,*
2023,MSIP Special Programs ,IEP Students,LEETON R-X,Mathematics,66.7,*,*,*
2023,MSIP Special Programs ,IEP Students,LEETON R-X,Science,*,62.5,*,*
2023,MSIP Special Programs ,MAP Direct Certification,LEETON R-X,Eng. Language Arts,31.7,48.8,*,*
2023,MSIP Special Programs ,MAP Direct Certification,LEETON R-X,Mathematics,42.5,37.5,*,*
2023,MSIP Special Programs ,MAP Direct Certification,LEETON R-X,Science,*,44.4,*,*
2023,MSIP Special Programs ,MAP Direct Certification,LEETON R-X,Social Studies,*,*,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,LEETON R-X,Eng. Language Arts,26.4,44.8,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,LEETON R-X,Mathematics,37.4,43.4,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,LEETON R-X,Science,18,46.2,15.4,20.5
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,LEETON R-X,Social Studies,*,73.3,*,*
2023,MSIP Special Programs ,Student Group,LEETON R-X,Eng. Language Arts,37.7,43.4,*,*
2023,MSIP Special Programs ,Student Group,LEETON R-X,Mathematics,47.1,35.3,*,*
2023,MSIP Special Programs ,Student Group,LEETON R-X,Science,25,50,*,*
2023,MSIP Special Programs ,Student Group,LEETON R-X,Social Studies,*,75,*,*
2023,MSIP Total ,Total,LEETON R-X,Eng. Language Arts,20.9,42.5,28.1,8.5
2023,MSIP Total ,Total,LEETON R-X,Mathematics,28.9,40.1,22.5,8.5
2023,MSIP Total ,Total,LEETON R-X,Science,16.1,46.8,22.6,14.5
2023,MSIP Total ,Total,LEETON R-X,Social Studies,*,65.5,31,*
2023,MSIP Race/Ethnicity ,Amer. Indian or Alaska Native,WARRENSBURG R-VI,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Amer. Indian or Alaska Native,WARRENSBURG R-VI,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,WARRENSBURG R-VI,Eng. Language Arts,34.3,31.4,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,WARRENSBURG R-VI,Mathematics,41,28.2,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,WARRENSBURG R-VI,Science,33.3,*,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,WARRENSBURG R-VI,Social Studies,*,*,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),WARRENSBURG R-VI,Eng. Language Arts,26.1,49.3,15.9,8.7
2023,MSIP Race/Ethnicity ,Black (not Hispanic),WARRENSBURG R-VI,Mathematics,55.1,33.3,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),WARRENSBURG R-VI,Science,45.8,41.7,*,*
2023,MSIP Race/Ethnicity ,Hispanic,WARRENSBURG R-VI,Eng. Language Arts,19.3,33,33,14.8
2023,MSIP Race/Ethnicity ,Hispanic,WARRENSBURG R-VI,Mathematics,33.7,37.1,16.9,12.4
2023,MSIP Race/Ethnicity ,Hispanic,WARRENSBURG R-VI,Science,*,37.8,*,*
2023,MSIP Race/Ethnicity ,Hispanic,WARRENSBURG R-VI,Social Studies,*,81.8,*,*
2023,MSIP Race/Ethnicity ,Multiracial,WARRENSBURG R-VI,Eng. Language Arts,27.1,34.9,31.3,6.6
2023,MSIP Race/Ethnicity ,Multiracial,WARRENSBURG R-VI,Mathematics,41.3,31.6,19.4,7.7
2023,MSIP Race/Ethnicity ,Multiracial,WARRENSBURG R-VI,Science,28.4,45.7,17.3,8.6
2023,MSIP Race/Ethnicity ,Multiracial,WARRENSBURG R-VI,Social Studies,*,55.6,*,*
